,statement,is_toxic
5878,What's this for? why do you need to touch SELinuxNeverallowTestGen.py?,0
5879,whatsa hardwark,0
5880,whatttt *shruggggg*,1
5881,when are these null? are cancellable callbacks getting passed in?,0
5882,When Data RAT changes the new RAT retry connectable APN's,0
5883,"When dealing with libnl, event subscriptions went to the bit bucket when wifi was down.  Things may have changed since I dumped it but I am assuming that the limitation was in the driver -- kind of stupid of libnl if it's not.

From offline discussions, I've moved the subscription to wifi.cc and removed WiFiState.",0
5884,"When do you get a name == null?
Probably add a comment about that.",0
5885,When I change the API I will delete it. Having this kind of thing being a public millstone for the GC is ridiculous.,1
5886,"When I stop to think about it, I really think making this a global constant would make this less clear, not more clear. It's just a dummy string. I happen to be using the same dummy string in two functions.",0
5887,When I was using $NDK_ROOT/platforms... some needed files were not found. Apparently we haven't really root caused this failure.,0
5888,"When I'm using openocd, I have to kill the openocd command, otherwise it keeps running in the background.",0
5889,when is 'is' a ByteArrayInputStream? what's the real purpose of this special case?,0
5890,"when removing _SC_XB5*, _SC_2_C_VERSION, it is bionicbob not bionic build wrong.",0
5891,"when submitting ANGLE CLs.. use BUG=angleproject:#### and BUG=chromium:######. Bugdroid and Gerrit will assume any unlabeled CLs are Chromium, so it's best to be explicit.",0
5892,"When vkCreateFoo(..., &foo) fails, the spec requires that vkCreateFoo not modify foo. As a consequence, When vkCreateImageView fails here, vk_image_view remains unitialized memory, and ScopedVkImageView below gets initialized with garbage bits.

Solution: Check the vkCreateImageView result before creating the ScopedVkImageView.",0
5893,"When we get rid of the *_compat stuff then we pass in
&params[i] to te_prep_mem_buffer which I think will make this cleaner.",0
5894,When will temp_file be killed?,0
5895,"when you say ""outside the scope of this class"", do you mean that ObjectPool does not take ownership? And that still means that they should stick around until the ObjectPool is destroyed. In either case, clarify the comment.",0
5896,"when you're doing something unidiomatic like not using a vector, it's worth adding a comment explaining ""This code is used in the Windows SDK where the STL is not available."" so the next person to see this code doesn't think ""that's stupid; let me fix that""...",1
5897,Where is ._deadline defined? It should be defined in __init__ in TimedTrigger or Trigger if used in TimedTrigger,0
5898,Where is -p for pid namespacing?,0
5899,"Which version of gsutil are you using?
 
 Not that it's an important field, I just wanted to include them all for the sake of flexibility. We can drop some if they are problematic.",0
5900,Whichever is most popular. I don't feel strong but I want to be consistent. KB is just too damn big to see all at once for what I have in mind here.,1
5901,"While paranoid, I'd subshell this assignment and the following where sandbox must be disabled.  Protects against anyone being stupid and sticking a return into the block...",1
5902,"While using paper-toast significantly simplifies this, I am currently failing to right adjust the UNDO button properly as mandated by the MD spec: https://material.io/guidelines/components/snackbars-toasts.html#snackbars-toasts-specs
 
 (Details: https://storage.googleapis.com/material-design/publish/material_v_11/assets/0B57Y8yNEHsZPaTBmR1lJeTdVT0k/components_toasts_tabletdesktop3.png)
 
 My CSS fu is failing me here, so any help is appreciated :)",0
5903,"While you're here fixing, drop these whitespaces...",0
5904,"While you're here, this should probably be |const std::string&|.",0
5905,"Who assigns the VID/PID?
are they in the USB space?
Should they be added in http://www.linux-usb.org/usb-ids.html
and retrieve/presented by lsusb?",0
5906,Who deletes this object? I think you need to make RenderThreadImpl hold a std::unique_ptr<> to the filter.,0
5907,who initializes this? should it be lazy initialized on first registration?,0
5908,who put these TODO's here?  Either way we should do something about them.,0
5909,"Whoa, dunno.  Never ventured down to this part of the code.  Seems like we could kill it...",0
5910,Whoever created SecureBlob outdid themselves. This should have been just certificate.data() instead of this very weird and dangerous contraption (since front() might return a value and not a reference to the first element).,1
5911,"Whoops, I mean that shill compiles successfully in Chrome OS :) I'll note that explicitly in the commit message.

Still a few more things to clear up with the Android makefile, but this removes a bunch of errors that were blocking me.",0
5912,why are these globals and not part of struct samsung_asv or some other struct that's returned by exynos5250_asv_*?,0
5913,why are we adding all this crap back in? you can't pass CTS with most of these set to false. we left in the only ones you could actually mess with and still pass CTS.,1
5914,"Why are we even doing this header parsing crap btw?

Seems to me this is 1) a time to check/time to run race, 2) we could just handle the appropriate error code w/in the curl fetch, and drop this whole pathway.  3) For alternate urls (aka, .xz which we don't actually support w/in make_chroot), just loop over the fetch function till one succeeds, else dumping complaints for all.",1
5915,"Why are we only mocking this for non-masters?

Also, if we stop mocking out cidb with MagicMock and instead use a fake_cidb, we can probably avoid lots of other mocks of cidb-dependent things.",0
5916,"Why are you caching the ps output and not the pid?

If I were writing this, I'd probably factor out two inner methods here, _get_pid_of_cached and _get_pid_of. _get_pid_of would do the work to actually find the PID, and _get_pid_of_cached would just handle the caching logic.",0
5917,Why are you calling SetFillsBoundsOpaquely(false) here?,0
5918,Why are you creating the HBoundType then? It seems useless.,1
5919,Why are you deleting this? bad rebase?,0
5920,Why are you passing this in? Sequester your code here in list_all_suites. Get back a list of control_data objects and do your transformation here.,0
5921,"why are you putting ..?

you want this under buildDir",0
5922,Why are you removing a SirtRef? Throwing and allocating an exception can trigger GC.,0
5923,"Why are you remving test001 ... test011? Please, keep it.",0
5924,why are you skipping two every time? You're iterating on line 220 already.,0
5925,"why bother ?  if mount_gpt_image gets a bad flag, just let it die ?  then this func turns into one call:

 ""${SCRIPTS_DIR}/mount_gpt_image.sh"" --remount ""${MOUNT_GPT_OPTIONS[@]}"" ""$@""",0
5926,Why can't you include complex.h for all of these externs? The definitions look like they are in there.,0
5927,Why can't you include linux/binder.h instead of duplicating it?,0
5928,Why can't you inject the mocks into the unique_ptrs? Does the test fixture need to maintain ownership of them or something?,0
5929,"Why changing the behavior here (and below)? We used to abort with a CHECK if we couldn't read the vreg.

And shouldn't we LOG(WARNING) we couldn't access this vreg? It's useful for debugging at least, maybe by changing a kEnableXXX to true to enable it.",0
5930,Why check physical_address? I think that's redundant...,0
5931,"why couldn't your abort address be 1? for an LDRB, say.",0
5932,Why did this go from a handy kOnstant to hard coded?,0
5933,"why did you go for the pthread implementation over the spinlock implementation? should we kill the spinlock implementation, move the pthread implementation into the NEED_QUASIATOMIC block at the bottom, and have non-LRDEX ARM and MIPS and x86 all fall through to that?

(my primary concern here is that i don't want two copies of this code in the same file. but if i can kill the spinlock stuff at the same time, that's even better.)

actually, i'll do this for you: https://android-review.googlesource.com/36034",0
5934,why do we have a loop here? shouldn't this be just a single mipmap?,0
5935,"Why do we keep propagating the usage of ""const char*"" instead of using ""const std::string&""? This is especially weird since you do have std::string which you have to call c_str() on to call these methods...",0
5936,Why do we need this? r0 and r1 seems to be a garbage...,0
5937,"why do we need to give such a silly warning? Instead we should just disable the button and enable it back when it's OK to click it again
Or I'm missing something?",0
5938,Why do we still support @apply? - Maybe talk to meade@ about pulling this code out? It's not specced,0
5939,Why do you include this assignment if the next statement right after this block is another reassignment? Self-contained free-ing and init-ing block? Or copy-and-paste artifact?,0
5940,"Why do you make stream tokenizer in public. I think you are misused TokenIterator. If you want a tokenizer, create it yourself.",0
5941,why do you need kill ?  that's pretty weird isn't it ?,0
5942,Why do you need utils.h in the oat_file.h? I think it should be in oat_file-inl.h.,0
5943,"Why do you suddenly switch from CHECK-DAG here? Unless you require a certain ordering of lines inside the dump file, you should always stick with CHECK-DAG.",0
5944,"Why doing this?

Ah, is it because you want yaml.dump to dump a dict instead of defaultdict? If so, please give a short comment for this.",0
5945,Why don't we put a comment next to the option in chromeos-install instead of leaving little bits of garbage lying around? It would be better to tell someone the option still needs to be there and why than to leave clutter around to trick them into thinking it's still useful.,0
5946,Why don't we use the hole-NaN? The pair type is a little ugly.,1
5947,Why don't you die right away?  Why keep writing?,0
5948,"why don't you have a struct and reinterpret_cast? and why copy field by field? why not just have

  my_data_ = *reinterpret_cast<data_layout_t*>(p);",0
5949,Why don't you hook BATTERY_SOC_CHANGE and CHIPSET_SHUTDOWN? HOOK_SECOND lasts forever.,0
5950,"Why don't you initialize weak_ptr_factory_ as ""weak_ptr_factory_{this};"" in the header file and remove this duplication from both constructors?",0
5951,Why don't you just support this in IsInstructionSetSupported?,0
5952,"Why don't you just use ifneq($(JACK_SERVER), false) here?",0
5953,Why don't you need a slow path in case of null for this one?,0
5954,why don't you need to grab your lock here?,0
5955,Why don't you ScanKeysFor() again after the Rehash?,0
5956,why get rid of this die? It seems good,0
5957,Why glTFFile**? Is it not enough to use glTFFile*?,0
5958,why is error_ok if you then trigger a die?,0
5959,"Why is pidof being used? A process can change it's own name, and cause pidof to return their own pid. At first glance, without understanding the use case, this feels dangerous.",0
5960,why is this $${...} ? I think this will be expand to <PID>{FIO_DEV},0
5961,"Why is this a unique_ptr? This is data owned by the oat file, potentially, and can't be deleted.",0
5962,Why is this an IntPtrConstant? Should it not just be an Int32Constant?,0
5963,"Why is this change needed?
 
 Would it make more sense to have the ScriptState::Scope in ScheduledAction::Execute(LocalFrame*) because some call sites call ScheduledAction::Execute(LocalFrame*) directly?",0
5964,why is this diff from the other file? Or is this the new boilerplate crap we have to insert everywhere now?,0
5965,Why is this fake UID still needed???,1
5966,"Why is this needed? If FontList isn't holding references to SvxFontNameBox_Impl anymore, that's enough for the SvxFontNameBox_Impl dtor to be called.",0
5967,Why is this reimplementing stdlib.h's div_round_up?,0
5968,"why is tracing still running after --async-stop has been called?
 
 or are you seeing async-stop is slow?
 
 
 It's expected that we call async_stop first, that it's fast, and that tracing should off afterwards.",0
5969,Why isn't there an actual type for this (or all the other functions returning uint8_t*)? not that I hate uint8_t or anything :).,0
5970,why isn't this a broadcast receiver like GattClient?,0
5971,Why isn't this a NearLabel?,0
5972,"Why make a separate file? Darin himself is against *util files as function dumps [1], and this function is certainly relevant to the parser enough to share the header with it.
 
 [1] https://groups.google.com/a/chromium.org/d/msg/chromium-dev/RVps606IB_g/1nxbNDOfCQAJ",0
5973,"Why not chromite.lib.parallel.BackgroundTaskRunner ?
 
 with BackgroundTaskRunner(simulate_slave) as queue:
  for slave in m_iter:
  ...
  queue.put([slave])",0
5974,"Why not chromite.lib.parallel.BackgroundTaskRunner ?

with BackgroundTaskRunner(simulate_slave) as queue:
  for slave in m_iter:
    ...
    queue.put([slave])",0
5975,Why not dereference the unique_ptr at the caller? I don't see you overwriting what the unique_ptr stores...,0
5976,why not disable_irq and enable_irq instead of free_irq and request_threaded_irq?,0
5977,Why not embed $(dbus_header_dir) and $(dbus_header_dependencies) in lieu of $(1) and $(3) in DBUS_ADAPTOR_BUILD_TEMPLATE?,0
5978,why not enum class? our style prefers it over the obsolete C enums,0
5979,Why not file_data = [s.strip('\n') for s in f.readlines] ?,0
5980,"Why not just `bash -i -c ""$*""`?
Also, no {} for $@.",0
5981,Why not just dx*dx + dy*dy ?,0
5982,"why not just inline the code here? like this:
    if(mbIsClipPathContent || ((SVGTokenMarker == mrOwner.getType()) && !maFill.isSet()))",0
5983,"Why not just pass WTF::nullopt for intrinsic_size here, to make it clearer what this does? (also below)",0
5984,"Why not just send in opengl_alive here, and dump it with the other variables?",0
5985,Why not just use a 'for' loop? for (temp_size = 0; temp_size < ...; temp_zone++).,0
5986,Why not just use a real RemoteDeviceLoader? That way you don't need to do all this mocking.,0
5987,"Why not manipulate the KeyValueStore of dhcp_properties_ directly?

  KeyValueStore& raw_properties_(GetKeyValueStoreFor(dhcp_properties_));
  raw_properties_.SetString(...);",0
5988,Why not num_virtual_methods or just num_instance_methods ?,0
5989,why not place this in the dirty bits iteration? (with a comment on why we need it for D3D11),0
5990,Why not place this into Exynos_OSAL_SharedMemory.h and include it instead?,0
5991,Why not provide an accessor to an interator? You are building a vector only to throw it away.,0
5992,Why not return the set? Arrays are ugly.,1
5993,Why not std::pair? (This may be a stupid suggestion as I have no idea what the C++ coding style guideline is for Chromium.),0
5994,why not typedef'd to get rid of 'enum' everywhere? Or,0
5995,"Why not uint32_t*? Why decltype? If so, the memcpy's below should really be simple assignments.",0
5996,"why not use a unique_ptr?
This way you don't need to free it explicitely in OnShutdown.",0
5997,Why not use initctl.pid() to return the pid? That way you do not have to manually parse stdout for the pid.,0
5998,"Why not use the setTimeZone method and do something like:

String tz = SystemProperties.get(TIMEZONE_PROPERTY);
if (tz != null) {
    setTimeZone(tz);
}",0
5999,"Why not

  .ifnc \rDest, $v0
      move \rDest, $v0
  .endif

here?",0
6000,"why not

  yaml.dump(config, stream=f, default_flow_styel=False)",0
6001,"Why on earth does a class called ""client logger"" have anything to do with packaging stuff and installing stuff on a device??

Friggin' autotest...",1
6002,why remove all of these doxygen markers that were added by some easyhack?,0
6003,"Why remove the notrace? (Not sure if you've ever looked at how the output looks without it, it's horribly confusing and hides the actual error message above a screen full of crap.)",1
6004,"Why send them one by one instead of a single batch? 'Files' is repeated field, luci-config is capable of checking a bunch of files belonging to a single config set at once (in fact it should be more performant that a bunch of separate calls).
 
 This would also simplify concurrency handling here (because there'll be no need in concurrency anymore).",0
6005,"Why should we? :)

Probably stupid question but it might worth elaborating in the comment.",0
6006,why status RUNNING is considered as a valid abort?,0
6007,"Why store this as a bool, rather than using something like the `WebContentSecurityPolicyType` enum?",0
6008,Why strip $CHOST from $MINIMUM_GCC ?,0
6009,"why the flip-flop here? (in the parent CL, this is ERROR)",0
6010,Why the hell does it extend JButton?,1
6011,"why the OUString(OUString()) here ?
*(OUSting*) is a OUString already",0
6012,"Why this change? Looks like you are no longer using these anyway, maybe you should just remove them?",0
6013,Why this change? You still want them dumped.,0
6014,"Why this indirection?

ToggleUnicodeCodepoint aToggle;

should work as well.",0
6015,Why this test if you DCHECK(type_descriptor != nullptr) first? Unless the DCHECK should be removed.,0
6016,why this useless block?,1
6017,"why this? You only have C++ code. Also, use -std=c++11",0
6018,why u8 instead of something bigger? does twister_random() only give us 1 byte?,0
6019,"why use kwargs here at all ?  this is the final func, so people shouldn't be passing in junk at this point ...

sync_instance should be a proper arg",0
6020,Why use this? Won't the socket be closed by the garbage collector and closed as soon as it goes out of scope?,0
6021,"why we are doing this only if

  !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()

above

i think we should do it unconditionally",0
6022,Why would this be null? PsiFile.getName() is @NotNull.,0
6023,why would this exist ... if garbage is going to get returned an exception should be thrown by the callee.,0
6024,Why would we compare a LocalDirInfo with a MapComparator?,0
6025,Why you changed this to %ecx? it is garbage here.,1
6026,"why you do still have dumb map.{o, c}? delete this",1
6027,why? can't you unit test the parsing rather than having to go through the whole daemon?,0
6028,"Wikipedia only has the void arbitration_lost(void); prototype to signal error conditions, so I think they just went a bit overzealous with it. ;) I mean you are not ""loosing"" any arbitration here because you've already given it up.
 
 I agree that another master could possibly begin a start condition within 5us, but this code is really only intended for single-master systems anyway. I'll change it to a warning.",0
6029,Will add it but you are getting to hung up over this unimportant attribute.,0
6030,"Will adding this line suffice?

rtmsg.rtmsg_dst_len = prefix_length;",0
6031,"Will do, though the instructions are quite ugly and would make Alex cry. We need to convert the process to involve an init script.",0
6032,"Will it be ok to change r8_form from boolean to enum with say none, yes_in_r, yes_in_b? And change the logic accordingly? r8_reg_reg_form will be eliminated.",0
6033,"will only delete an empty directory. You might want to use ""exec -- rm -rf /some/path"" instead.",0
6034,will remove these extr alines,0
6035,"Will this be exposed to the user?
If yes, use an enum.
If not, you can make it an aidl constant to share with your daemon/client.",0
6036,"Will this trash the sparseness? It is an important step, but there are other ways for us to go about it. This is good because it's simple.",0
6037,Will using the extra 'l' kill you?  protocol is so much better than proto,0
6038,"Witchcraft!
 
 Actually, the C++ Mock library kind of sucks compared to what's available in Java. Java + Mockito (the mock library) + Guice/Dagger (both dependency injection libraries, which are crazy powerful) makes testing faking dependencies a zillion times easier than in C++",1
6039,"With respect to moving the macro's into there, I could go either way. Lets split them back out.

With respect to devpts, and datafile, done.",0
6040,"With the ""1<<7"" MULTIPLIER below, is the dummy supposed to be decimal 127? Because 0x127 is 295 which is potentially a valid DVFS_AVG_LPF() result.",0
6041,"With the removal of Disconnect(), is there TPM context handle leakage?",0
6042,With this option I don't get any respone after setenv stdin=usbkbd,0
6043,without preventing curl really doesn't make any sense here... dump it if it imo...,0
6044,Without the return you run into the Alloc which will either die in DCHECKs or die trying to do a bogus allocation.,0
6045,"Without this, I get
make: *** No rule to make target `linker', needed by `all_modules'.  Stop.

An empty ""linker:"" does not build the symlink at all.",0
6046,without using luci-go/common/data/stringset or similar this risks generating lots of dupes.,0
6047,WithParamInterface should be removed now.,0
6048,"woe betide to me for being pedantic with my remedial english, but I think the Google english style for possessive apostrophe is to put it before the ""s"". So ""user's"".
https://sites.google.com/a/google.com/global-editorial-style-guide/basics/terminology/style-punctuation#TOC-apostrophes

(my last tech writer was a stickler for this kind of thing)",0
6049,"wokay.

So that's similar to malloc failing even with overcomitting on. If you see it, you're really screwed. So don't resist :)",1
6050,"Won't work. Since most of these objects are being used on the Qt thread, you have to use qDebug, qWarning etc. iirc, VERBOSE_PRINT is gobbled up.",0
6051,"Worst commit message ever. Please describe what you added, and why you added it. Perhaps break your commits up to manageable hunks with git add -p",0
6052,"worth to add some comments about what ""nuq"" ""cum"" stand for?",0
6053,would a signal between movlpd and fldl destroy the value on the stack?,0
6054,"Would it make more sense to make this a std::string? Since all of the StartsWith calls are going to convert it anyway.

It would also get rid of the strcmp calls.

The server modification lines could be changed to:

service.erase(0, sizeof(XXX) - 1);",0
6055,"Would it make things easier to have these point to &q->qhead when the pq is empty? See include/linux/list.h
 
 I am not sure though",0
6056,"Would it? How about inlining? We'd need to run dead/redundant phi elimination after inlining on the whole graph, which we don't do.",0
6057,Would prefer to avoid hardcoded use of FILE__IOCTL outside of selinux_file_ioctl.  Is this micro-optimization truly worthwhile?,0
6058,Would subtracting the tasksize and picking a second process to kill here make sense if we are still below the threshold?,0
6059,"Would you mind adding ""ChromePreferenceManager resolveChromePreferenceManager()"" to ChromeAppComponent and using that? getInstance should die eventually, and for that to happen all retrievals need to go via dagger.",0
6060,"Would you mind starting with common.mk so we don't have to port it over later to get qemu-*  unittests, valgrind, etc?  And if you think it sucks horribly, that's fine as long as we can fix it :)",1
6061,Would you use WTF::String in Blink?,0
6062,"Wouldn't you be missing python?

if you can ssh, run `python -c ""import cPickle""`, and that passes, then you don't need servo.",0
6063,wow ... go awk ... any option that's a bit more readable.,0
6064,Wow yeah.. how did that git in there (goes to git blame)...,0
6065,"Wow!! This is such a wonderful tool! Did not know about it. Cool, updating the layout in next patchset.",0
6066,"Wow, did we miss an obvious bug right here!  What idiot LGTM'd this?  :)

I'm fixing this as part of another CL now.",1
6067,"Wow, it sucks that ChromeAutofillClient has to be the one to do this; it doesn't really seem like it's its job.  On desktop the bubble controller handles this...can the Android code figure this out itself?",1
6068,"Wow, stupid obvious mistake from my side, sorry for this..",0
6069,"Wow, that is ridiculous. Any way we can make that more obvious? does unittest_suite not print that out anywhere?",1
6070,"Wow, there's no way to make this automatic? Seems like a pain in the ass to recalculate every time we insert/remove a button.",1
6071,"wow, this is a poorly-named member (not your fault) :-P",0
6072,"Wow, very simple concept. As long as relocate returns bool we need to find the largest fragment in mpFragments as long as there is a non-naked fragment in mpFragments.",0
6073,"Wow.  Dumb of me.  I looked at the mutex for the above stuff and somehow assumed it was getting unlocked in the block above.  :-/

Yes, this makes a lot of sense then.  If there's already an event in the FIFO then it must be a wake event and we must be in the process of waking up so keeping the rest of the keys makes lots of sense.  :)",0
6074,"Wow... that is pretty terrible! I find it hard to believe that this was in here all these years. (Thankfully, I just copied the 2 << 9 from somewhere else, so I only need to be half deathly ashamed about this.)

Please refactor this out into an extra patch since it's a generic fix (not directly related to MT8173).",0
6075,wpr.Wait should be called even if Kill failed. Maybe we can call Wait with defer.,0
6076,wrap the body of your commit messages at 72 characters.,0
6077,"Wrap to 72 characters when feasible, because git log looks ugly otherwise.",1
6078,wrap your commit body to like 75 cols,0
6079,"Wrapper for build_image.

Can you remove the <nfs> portion since that's not supported by build_image yet (and this is just a dumb wrapper?)",1
6080,Wrapping swdev_id should be detected and stopped here.,0
6081,"write SMI_LARB_MMU_EN is not needed here.
 
 This function will close the larb's the power-domain, then we don't need write the again.
 (write also will fail if there is no power-domain.)",0
6082,"Writing DISP_REG_OVL_ROI_SIZE should be in vblank period. If not, the OVL would be in a wrong state and display is black. This reset could recover this case.",0
6083,"Wrong indentation. This statement is part of _RunDriverPerfTest, not part of PrintResult.",0
6084,"wrong logic, messed up by trying to put clientHasLogCredentials last, or trying to do pre-check of local copies of uid. Here is accurate, but does not place clientHasLogCredentials last:

if ((header->id == LOG_ID_SECURITY) && ((cred->uid != AID_SYSTEM) && (cred->uid != AID_ROOT) && !clientHasLogCredentials(cli)) || !__android_log_security())) {

Here is KISS accurate dropping pre-check:

if ((header->id == LOG_ID_SECURITY) && (!__android_log_security() || !clientHasLogCredentials(cli)) {",0
6085,"Wrong. manageJackClassPath, putJackClassPathOnPath, ...",0
6086,wtf,1
6087,wtf is the reason for that (preexisting) nonsense?,1
6088,wtf uses WTF_MAKE_NONCOPYABLE,1
6089,"wtf, drop this wurd",1
6090,"wtf, my brain thought ""name"", fingers misbehaved... Will fix.",1
6091,wtf...,1
6092,wtf: capdata[CAP_TO_INDEX(n)].permitted,0
6093,wtf?,1
6094,WTF? That CL is marked CR-1 and V-1. Does this actually work??,1
6095,"wtf? why aren't we just using std::string instead of char*,size_t?",1
6096,"wtf?

you _really_ want reflection here.",1
6097,wtoken.startingData == null,0
6098,xiyuan@ is there a more direct way to check if running in a fake gaia env in autotest?,0
6099,y u hate {s?,1
6100,"ya, my proposed error message sucks. Feel free to improve it.",1
6101,ya. darn. i thought i snagged all these.,1
6102,Ya. I'd killl it.,0
6103,"Y'all allow multiple import targets on the same line?

If so, frigging-sweet.  If not, style violation.",1
6104,"yarr, brain fart.",1
6105,Yay for proper inheritance (like seeing this sort of crap get removed) :),1
6106,"Yay! Death to on these obscurely named suckers!

[Another name idea: PreCommitDataUse]",1
6107,yea :) it's currently here because it was faster to assess it's performance. The removal stuff will need to be pulled out of the InstructionSimplifier as well to get this.,0
6108,"Yea, but my inclination here would be to not have this #define at all.  If this change proves to be performance neutral or better across more than just Caffienemark and we can convince ourselves that suspend coverage is complete, then I'd just do it and remove the existing code.  If not, I'd revert this patch.  Conditionally compiled modes are an invitation for destructive bit rot.",0
6109,"Yea, it is a bit messy - and particularly when considering arm32-style paired single registers.  I think a portable sameness test would be something like:

  bool IsSameReg(RegStorage reg1, RegStorage reg2) {
    RegisterInfo* info1 = GetRegInfo(reg1);
    RegisterInfo* info2 = GetRegInfo(reg2);
    return  (info1->Master() == info2->Master()) &&
            ((info1->StorageMask() & info2->StorageMask()) != 0);
  }

Yuck.",1
6110,"yea, this kinda sucks. I'll think about how we can improve this.",1
6111,"Yeah I covered the mako gpu thing. However, right now /dev/graphics/fb<num> is a graphics_device. I am more concerned that the raw file object is passed back via these
two permissions:

android.permission.READ_FRAME_BUFFER
android.permission.ACCESS_SURFACE_FLINGER


Now these perms are for internal apps, so I am OK with killing them for untrusted_app domain.",0
6112,yeah I feel that if we put the pid into the args we don't need these extra hops,0
6113,"Yeah I figured out what you were doing (see above). I wouldn't consider this common, this seems like a nasty way to do it IMHO. opts[n].value & 0x1; is cleaner and only requires 1 instruction versus 2 instructions.",0
6114,"yeah it's kinda crappy, since these tasks are there only for Studio, but since we can't hide them, we may as well assign them a group.",1
6115,"Yeah reading the doc, getCanonincalPath will return a unique file per file (not per path).

However I don't want to use canonicalpath.

Java7 has a new class to handle this crap....",1
6116,Yeah this one is a bit weird. I believe it's possible to remove it by using the InputMethodKeyboardController interface instead. I can give it a try.,1
6117,"Yeah we could put another attribute on system/bin and system/xbin and only allow execution of that, rather than all system_file...",0
6118,"yeah, ""reboot-bootloader any old crap can follow"" worked before, but all the old craps were just ignored silently. shall we keep that backward compatible?",1
6119,"yeah, annoyingly we currently have a mix. since these really belong in <strings.h> i just copied them across. one day we should just remove all the ""extern""s.",1
6120,"yeah, annoyingly we currently have a mix. since these really belong in <strings.h> i just copied them across. one day we should just remove all the ""extern""s.",0
6121,"yeah, because it confused the hell out of me that i was fixing the wrong copy of the code :-)",1
6122,"Yeah, but it's also silly.
There is a file entity over in file.go, so it seems kind of obvious that virtual entities are supposed to be different to file entities.
The documentation on it's methods explain how it behaves, the sentence below says what it's used for, and the name virtual captures it's essence correctly.",0
6123,"Yeah, but that duplicates the CloseContainer() calls. I like the single point of return and the guaranteed closes a little better. How strong is your preference?",0
6124,"yeah, but we're all lazy^Wtoo busy trying to get stuff done to work out the _minimal_ header we need.

since 99% of folks _shouldn't_ be using the hairy one, it should have a name that says ""this is not the logging header you're looking for"". (and, ideally, says to the 1% ""hey, this is where the hairy stuff you're looking for lives!"" :-) )",0
6125,"yeah, dumb ass bug introduced in final cleanup.  Fixed all outstanding issues in CL:33676",1
6126,"Yeah, dumb to miss that one.",0
6127,"yeah, forcing all architectures onto the new syscalls was definitely the right choice for us. can you imagine having all this crap in bionic?",1
6128,"yeah, good call. it's useless.",0
6129,"yeah, i almost made the same comment. only thing that held me back is that if anyone _does_ screw this up, it'll be really hard to debug because the device will reboot if init dies.",1
6130,"Yeah, I can picture inlining that leads to that. Or we should run the simplifier before this... The pattern for IsEqual/IsNotEqual would be pretty ugly.",0
6131,"yeah, i did feel dirty. my excuse is that i feel like we've got a deeper problem with __get_tls. everywhere we use __get_tls is a mess of casts. i think we should change __get_tls to non-volatile void**. then i think we'd probably only ever need one cast, and no const_casts?",0
6132,"Yeah, I intentionally want this script to be rather dumb and examine everything in the host table. I think the buckets should be sufficient to partition those that we really care about from the mostly bogus ones.",0
6133,"Yeah, I see that it is called from elsewhere... I'll nuke it if you want.",0
6134,"Yeah, I think this comment doesn't add anything, so I'll kill it.",0
6135,"Yeah, I think this sucks less.",1
6136,"Yeah, I think we can (and should) use these STL aids. Deymo, do you have an objection?",0
6137,"yeah, i was going to try to keep this in sysdeps_win32.cpp, but when i looked more closely i realized it wasn't just used for the _win32_lock, it's for *all* the adb mutexes. when we bump the minimum supported version to vista in a week or two, we should be able to fix libc++'s std::mutex and then just delete all this crap. but i agree this is probably the least worst choice in the meantime...",1
6138,"Yeah, if you move

  pid_ = pid;

to this line and use pid instead of pid_ in your ptrace() call above, you can get rid of attached_ entirely.",0
6139,"yeah, i'm dumb",0
6140,"Yeah, I'm stupid. Done.",0
6141,"Yeah, it kinda sucks, because it's the single case we care about. If we could trust the program to always finish properly we could ask them to even write something to the fd.",1
6142,"yeah, it sucks.  i want to extend our gerrit libs more at some point so this will go away.",1
6143,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).",1
6144,"Yeah, it was pretty dumb. It could be improved, but I figured the new approach is more elegant anyway.",1
6145,"yeah, it's illegal to call the child.boundsInScreen method here or assume members of AXChildren are AXPlatformNodeCocoa*. I think my suggestion didn't change any logic if the members _are_ all AXPlatformNodeCocoa, but it will correctly handle members of AXChildren that are not.",0
6146,"Yeah, it's like this code has entered a squishing competition.  Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",1
6147,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",1
6148,"Yeah, it's not really nice to directly use DOMArrayBuffer's API.

Would you introduce WTF::Float32Array::CreateUninitializedOrNull? I think you need to introduce WTF::TypedArrayBase::CreateUninitializedOrNull.",0
6149,"yeah, it's used by to share SHA1-related constants. yuck.",1
6150,"yeah, just call bionic. the idea is that if you call Libcore.os.f you know you're just calling the C library f with the minimal argument massage to get there.",0
6151,"Yeah, let's keep things simple and remove them.",0
6152,"yeah, let's kill it, or still declare it (with an underscore before it to denote that it's a private var) and then do

ANDROID_MNC_BUILD_TARGETS = _ANDROID_COMMON_BUILD_TARGETS + {
   ...
}

(and then don't reference ANDROID_COMMON_BUILD_TARGETS in any of the other files)",0
6153,"Yeah, maybe we can ""kill"" the empty buffers where they get created.",0
